carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,4788.363405872522
0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,1900.2674098610878
0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,222.65040368953123
0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,2610.012712684653
1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,11970.683451345849
1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,5519.597585404561
0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,1278.26542682324
1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,9859.26554724034
1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,6614.712654658077
0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,959.0587294349789
0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,3239.028842502841
0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,1179.1728592846375
0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,362.34335014989483
0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,757.4822229146848
0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,2022.472662192482
0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,3531.880700971924
0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,2399.6834519173026
0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,1193.666124339401
0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,1880.0338267143852
0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,653.9895505328022
0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,3106.6679439227155
0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,3148.532760667138
0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,-176.15518165245157
0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,1644.2967197326216
1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,9660.066298360935
0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,1494.8676472553416
1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,11619.777614427821
0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,3121.4984574049886
0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,2375.2116403978616
1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,6306.216776579184
0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,1614.7857637966845
0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,333.7650182626312
2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,15265.92402248907
0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,243.68598844254302
1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,6210.971710093314
1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,10434.452571144111
1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,4971.524538802865
1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,9617.734184602106
0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,1912.5945839833148
0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,1131.6196571546352
1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,9752.66369164395
0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,1855.7186685880224
1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,5403.7290509456925
0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,313.82029870826955
0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,994.1940949143645
2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,13649.588547071078
0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,3732.054951832677
0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,1275.5909835339407
0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,575.2997000900214
0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,322.7604779782523
0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,3686.58128140977
0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,985.4184273433348
0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,1650.7534357832228
0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,1400.841931607949
0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,689.593407087912
0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,1135.4277961418775
1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,5600.065413350108
0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,331.8797842081076
0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,669.367628656546
0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,1201.909143161829
0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,405.4100516182116
1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,7486.528943627256
0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,545.8489820992836
1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,5222.282555615509
0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,310.57951730535933
0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,5029.5534450055
1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,5334.55087852679
0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,812.8589029241411
0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,3419.2441506373725
0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,1091.3252275897867
1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,5344.008956166961
0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,1878.8064128810147
0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,135.87197290327822
1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,5383.724547619257
0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,3049.7180596745275
0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,1455.9636628811604
0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,4371.757728011151
0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,434.38250383773993
1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,4942.015524557513
1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,5499.854174440852
1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,5221.740005313282
0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,147.7779295585351
0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,841.2725962543191
1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,5490.920167086904
0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,2710.0835179715286
0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,751.8817830133739
0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,1858.6560527289657
0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,214.34981942452941
0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,3251.0374867614446
0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,1783.091932810792
0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,958.271069866074
0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,758.4932107664645
0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,520.5606086208645
2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,13029.865606315754
0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,461.88392228354496
1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,7157.620647291409
2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,15758.391653328883
2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,13862.55146074958
0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,1157.2345835273154
0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,4695.829905009416
1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,4886.92515472772
1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,5846.5697277753625
0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,2032.231122700432
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,7364.905450803311
0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,2061.513043858522
0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,2314.4442627812314
0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,844.1237946328038
0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,4604.605608589549
1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,5084.807020783184
0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,2844.9943080559897
0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,1797.832367485982
0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,640.0838122519599
0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,317.7891377387714
0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,3258.419186870138
1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,6386.065724971249
1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,5110.993254566303
0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,3229.407355832256
1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,9834.072979094197
0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,3682.7074041685446
1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,4797.649145760235
0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,1451.171844316319
0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,1797.1686759807235
1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,6915.240266046811
0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,777.5040937871199
1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,5751.780705668032
0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,264.8725003522013
2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,13780.802848288176
0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,328.89756149669483
0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,161.58267477653862
1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,4609.765116982306
0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,670.6855853359666
0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,3044.8391704015994
0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,3300.8399566926855
0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,584.1424710601023
1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,10001.42974229795
0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,26.210040754918737
0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,614.6985314043559
1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,7470.304902728592
1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,5175.143141508994
1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,4747.682209461236
0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,2815.6249360543225
0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,1173.4106148626706
1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,9374.326413679863
0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,4480.735153252095
0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,868.8958476320877
1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,5575.049226830168
0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,771.9926470659921
1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,6370.420691460016
1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,5263.530059225175
0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,626.6449861613328
1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,6137.301329135662
0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,3288.0915552376537
1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,6409.404680103566
1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,11253.879058635492
1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,4976.36400582153
0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,4833.758958808394
0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,3523.4720128737717
0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,3215.5892798525965
1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,6994.872286551705
0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,2536.833216160303
0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,758.1911829461023
0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,1897.8928426456187
0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,386.4594314169444
0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,217.20564005318374
0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,4192.115214804511
0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,3581.115730121026
2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,15239.650193481339
1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,5641.004717223381
0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,708.6501495318371
1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,9518.419064699452
0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,1600.3758755021881
1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,7044.6048722848645
0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,178.76888336919728
0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,1437.2749306287587
0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,4862.691624887735
0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2395.353229665605
2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,13907.232724326179
0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,4056.083445147222
0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,3752.9209175482065
1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,9082.609866955177
0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,1442.785858402658
0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,963.5853096929932
0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4459.955956001155
1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,6742.808803192744
0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3753.1628627734317
0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1605.6284465835852
1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,5619.492236140779
0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1276.427503224906
0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,301.1184939390223
0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,3224.731398083455
1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,11448.724574090727
1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,10474.60761455808
0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,1945.345955916142
0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,1436.1209667010626
0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,2993.35223793409
0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,1032.5660651617436
1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,6973.804809140958
0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,368.85400537152236
0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,793.6200158442844
1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,9888.230143049277
0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,1901.1923390109296
0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,1990.8196263390455
0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,4047.8394238957044
1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,5718.79877597455
1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,5582.675425865536
1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,6250.9845236785495
0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,3624.7509247313537
0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,1905.6959803454483
1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,7695.184638954019
0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,2900.765282988312
0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,4088.772974560721
0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,807.2585179310881
0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,786.5527422962659
0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,850.1353969062657
1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,6167.680230691296
0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,1264.74727195983
0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,-70.7197817233573
1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,4894.352040164771
1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,12943.500365704494
1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,9689.693005888792
2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,14800.583509186325
0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,3718.254006660005
1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,5275.303833970718
0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,406.95028743813964
0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,697.2941658732852
1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,5945.865793806535
0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,249.61279947170988
1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,5653.29874095804
0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,3007.6446131059747
0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,1540.7088160983512
0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,208.3366674852041
0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,3412.752732926845
0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,2723.8811821104355
0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,535.3871474672014
0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,1199.1171148000358
1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,8335.1929343093
0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,271.37881372300035
0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4261.325678857262
0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,886.3055915749901
1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,10027.66153150145
1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,5368.546393433835
0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,2492.711720187657
0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,1919.939850999821
1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,5194.13530757226
1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,5194.937417388572
1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,5333.1647709768185
0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,1092.7802800763493
1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,5754.572458997411
0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1603.2043918644194
1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,5200.3212495418975
0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,3913.9277703618645
1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,7643.737812990306
1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,8810.49717842329
0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,1733.2034873754128
0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,309.99314950988264
0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,166.43975769055396
0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,759.511291372055
0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,575.4834493000672
0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,2679.2367090614753
1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,5694.808484641375
0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,959.0243212311871
0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,3033.135632976082
1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,10899.6082379352
1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,5154.478629665977
0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,3119.545382688906
1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,9702.165509107112
0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,5274.447696216264
0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1657.5276438030014
0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,3160.4175831631255
2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,18958.419754570587
0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,900.5197677328906
0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,364.1327071466694
0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,1764.2241829830564
0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,2271.187977367659
1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,6192.913899510982
2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,14338.615063370627
1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,9454.26842026166
0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,667.0965430240649
1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,5817.451071972329
1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,6536.637967210021
1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,4890.590681438576
0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,2891.197549536966
0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,366.39771949607166
1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,6787.468400584021
0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,2003.0484528998822
0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,2286.8367194670827
1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,5118.383288203391
0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,675.4410185410743
0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,1100.7124356444292
0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,741.4022946244804
1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,9010.206556422907
1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,5157.76014633641
0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,-66.65237500730655
0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,187.73437343336263
0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,378.19811475212555
0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,2865.251969279252
1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9501.501559679396
0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,3083.493356813986
0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,365.86570937702345
1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,5439.964252175187
1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,5457.975189432822
1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,6254.622291517899
1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,6510.543958181634
0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,3408.102239513435
0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,1758.8449807520083
1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,9731.981565512078
0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,722.9184466271618
1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,5185.008304837067
0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,347.7075546344713
0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,847.7027453009978
1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,6396.764746078832
0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,1087.638356663716
1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,6683.967751521879
1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,5639.599207148771
2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,13651.087770984575
1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,6443.161403960999
0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,2572.7114479693155
0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,747.8696265863327
0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,4233.017975480321
0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,1263.8770192435295
0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,4048.8211263173616
0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,3030.4745673861325
1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,9193.304818805325
0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,1597.4083666846564
0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,1749.6102849208764
